time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P(Pa)
2022-10-03 7:3:09.2200,-0.049,-0.054,-0.97,0.38,-0.72,-0.23,-0.03,-0.02,-0.26,101823.013
2022-10-03 7:3:09.2300,-0.049,-0.05,-0.977,0.45,-0.66,-0.17591816067695618,-0.03,-0.01,-0.27,101823.013
2022-10-03 7:3:09.2390,-0.043,-0.058,-0.973,0.42,-0.65,-0.18,-0.04,-0.0,-0.27,101823.013
2022-10-03 7:3:09.2490,-0.03,-0.058,-0.979,0.42,-0.65,-0.18,-0.04,-0.0,-0.27,101823.013
2022-10-03 7:3:09.2590,-0.021,-0.048,-0.995,0.31,-0.59,-0.18,-0.04,0.0,-0.28,101823.013
2022-10-03 7:3:09.2690,-0.007,-0.044,-0.993,0.08,-0.71,0.02,-0.04,0.01,-0.28,101823.013
2022-10-03 7:3:09.2790,0.001,-0.039,-0.994,0.08,-0.71,0.02,-0.04,0.0,-0.29,101823.013
2022-10-03 7:3:09.2890,0.002,-0.04,-0.987,-0.05,-0.77,-0.04,-0.04,0.01,-0.29,101823.013
2022-10-03 7:3:09.2990,0.002,-0.037,-0.988,-0.04,-0.79,-0.07,-0.04,0.01,-0.29,101823.013
2022-10-03 7:3:09.3090,-0.006,-0.04,-0.982,-0.04,-0.79,-0.07,-0.04,0.02,-0.29,101823.013
2022-10-03 7:3:09.3190,-0.01,-0.044,-0.987,0.0,-0.78,-0.09,-0.04,0.02,-0.29,101823.013
2022-10-03 7:3:09.3290,-0.005,-0.047,-0.987,0.07469054203480482,-0.69,-0.06,-0.04,0.02,-0.29,101823.013
2022-10-03 7:3:09.3390,0.006,-0.043,-0.993,-0.02,-0.7,-0.03,-0.04,0.02,-0.29,101823.013
2022-10-03 7:3:09.3490,0.012,-0.039,-1.0,-0.1,-0.75,0.04,-0.04,0.02,-0.29,101823.013
2022-10-03 7:3:09.3590,0.007,-0.045,-1.003,-0.1,-0.75,0.04,-0.04,0.02,-0.29,101823.013
2022-10-03 7:3:09.3680,-0.003,-0.045,-1.009,-0.09,-0.72,0.09,-0.03,0.02,-0.28,101823.013
2022-10-03 7:3:09.3790,0.001,-0.045,-1.008,0.03,-0.7,0.15,-0.03,0.02,-0.29,101823.013
2022-10-03 7:3:09.3880,0.01,-0.058,-1.001,-0.03,-0.62,0.1,-0.03,0.01,-0.29,101823.013
2022-10-03 7:3:09.3980,0.01,-0.044,-1.017,-0.03,-0.62,0.1,-0.02,0.0,-0.29,101823.013
2022-10-03 7:3:09.4080,0.027,-0.051,-1.019,-0.02,-0.65,0.12,-0.02,-0.01,-0.28,101823.013
2022-10-03 7:3:09.4180,0.031,-0.042,-1.025,-0.23,-0.68,0.27,-0.02,-0.02,-0.29,101823.013
2022-10-03 7:3:09.4280,0.035,-0.049,-1.017,-0.23,-0.68,0.27,-0.01,-0.03,-0.28,101823.013
2022-10-03 7:3:09.4380,0.023,-0.056,-1.009,-0.32,-0.68,0.29,-0.02,-0.04,-0.27,101823.013
2022-10-03 7:3:09.4480,0.02,-0.055,-1.013,-0.22,-0.59,0.15,-0.01,-0.05,-0.27,101823.013
2022-10-03 7:3:09.4580,0.018,-0.051,-1.021,-0.15,-0.56,0.18,-0.01,-0.06,-0.27,101823.013
2022-10-03 7:3:09.4680,0.011,-0.054,-1.021,-0.07,-0.62,0.28,-0.01,-0.06,-0.26,101823.013
2022-10-03 7:3:09.4770,0.026,-0.06,-1.016,-0.14,-0.53,0.22,-0.0,-0.07,-0.26,101823.013
2022-10-03 7:3:09.4880,0.04,-0.053,-1.027,-0.14,-0.53,0.22,-0.0,-0.08,-0.25,101823.013
2022-10-03 7:3:09.4980,0.056,-0.052,-1.016,-0.32,-0.6,0.3,0.0,-0.1,-0.25,101823.013
2022-10-03 7:3:09.5080,0.051,-0.051,-1.031,-0.45,-0.59,0.24,0.01,-0.11,-0.25,101823.013
2022-10-03 7:3:09.5170,0.051,-0.061,-1.018,-0.55,-0.67,0.33,0.01,-0.11,-0.25,101823.013
2022-10-03 7:3:09.5280,0.046,-0.047,-1.045,-0.43,-0.5,0.23,0.02,-0.13,-0.23,101823.013
2022-10-03 7:3:09.5380,0.05,-0.064,-1.009,-0.54,-0.69,0.48,0.02,-0.14,-0.23,101823.013
2022-10-03 7:3:09.5470,0.058,-0.049,-1.041,-0.39,-0.5,0.19,0.02,-0.14,-0.22,101823.013
2022-10-03 7:3:09.5570,0.066,-0.077,-1.005,-0.65,-0.7,0.44,0.02,-0.16,-0.22,101823.013
2022-10-03 7:3:09.5670,0.074,-0.042,-1.063,-0.54,-0.37,0.11,0.03,-0.16,-0.21,101823.013
2022-10-03 7:3:09.5770,0.063,-0.076,-1.001,-0.59,-0.45,0.19,0.03,-0.17,-0.2,101823.013
2022-10-03 7:3:09.5870,0.07,-0.04,-1.056,-0.84,-0.67,0.5,0.04,-0.16,-0.19,101823.013
2022-10-03 7:3:09.5970,0.05,-0.08,-0.988,-0.84,-0.67,0.5,0.04,-0.16,-0.19,101823.013
2022-10-03 7:3:09.6070,0.068,-0.044,-1.052,-0.53,-0.5,0.14,0.04,-0.15,-0.18,101823.013
2022-10-03 7:3:09.6170,0.042,-0.075,-0.998,-0.78,-0.57,0.34,0.05,-0.15,-0.18,101823.013
2022-10-03 7:3:09.6270,0.075,-0.056,-1.036,-0.53,-0.63,0.29,0.05,-0.14,-0.17,101823.013
2022-10-03 7:3:09.6360,0.054,-0.058,-1.007,-0.77,-0.45,0.18,0.05,-0.14,-0.16,101823.013
2022-10-03 7:3:09.6470,0.075,-0.08,-1.011,-0.73,-0.77,0.34,0.05,-0.14,-0.16,101823.013
2022-10-03 7:3:09.6560,0.067,-0.057,-1.032,-0.77,-0.34,0.03,0.06,-0.13,-0.15,101823.013
2022-10-03 7:3:09.6670,0.078,-0.102,-1.0,-0.87,-0.65,0.43,0.06,-0.12,-0.15,101823.013
2022-10-03 7:3:09.6760,0.094,-0.066,-1.03,-0.81,-0.32,0.12,0.06,-0.12,-0.15,101823.013
2022-10-03 7:3:09.6860,0.08,-0.087,-1.001,-1.07,-0.4,0.25,0.07,-0.11,-0.13,101823.013
2022-10-03 7:3:09.6960,0.091,-0.083,-1.011,-0.97,-0.5,0.22,0.07,-0.1,-0.12,101823.013
2022-10-03 7:3:09.7060,0.083,-0.074,-1.002,-1.01,-0.3,0.1,0.07,-0.1,-0.12,101823.013
2022-10-03 7:3:09.7160,0.078,-0.092,-1.003,-1.03,-0.53,0.17,0.07,-0.07,-0.11,101823.013
2022-10-03 7:3:09.7260,0.073,-0.09,-0.983,-0.9,-0.32,0.02,0.07,-0.06,-0.11,101823.013
2022-10-03 7:3:09.7360,0.069,-0.1,-0.994,-0.84,-0.3,-0.09,0.07,-0.05,-0.1,101823.013
2022-10-03 7:3:09.7460,0.077,-0.096,-0.995,-0.84,-0.3,-0.09,0.08,-0.03,-0.09,101823.013
2022-10-03 7:3:09.7560,0.072,-0.098,-0.991,-0.86,-0.33,-0.04,0.08,-0.02,-0.09,101823.013
2022-10-03 7:3:09.7660,0.076,-0.112,-0.999,-0.86,-0.19,0.05,0.08,-0.01,-0.08,101823.013
2022-10-03 7:3:09.7760,0.079,-0.116,-0.98,-0.86,-0.19,0.05,0.08,0.0,-0.07,101823.013
2022-10-03 7:3:09.7860,0.078,-0.12,-0.99,-0.87,-0.13,-0.05,0.08,0.01,-0.07,101823.013
2022-10-03 7:3:09.7960,0.079,-0.124,-0.982,-0.88,-0.09,-0.09,0.08,0.02,-0.06,101823.013
2022-10-03 7:3:09.8060,0.068,-0.128,-0.974,-0.84,-0.05,-0.02,0.08,0.03,-0.06,101823.013
2022-10-03 7:3:09.8160,0.064,-0.129,-0.977,-0.67,-0.01,-0.12,0.07,0.04,-0.05,101823.013
2022-10-03 7:3:09.8250,0.058,-0.131,-0.963,-0.64,0.0,-0.25,0.07,0.04,-0.05,101823.013
2022-10-03 7:3:09.8360,0.059,-0.134,-0.97,-0.64,0.0,-0.25,0.07,0.04,-0.05,101823.013
2022-10-03 7:3:09.8450,0.071,-0.125,-0.982,-0.56,0.05,-0.27,0.05,0.05,-0.05,101823.013
2022-10-03 7:3:09.8550,0.066,-0.122,-0.95,-0.67,-0.03,-0.11,0.06,0.06,-0.04,101823.013
2022-10-03 7:3:09.8650,0.067,-0.132,-0.987,-0.67,-0.14,-0.26,0.05,0.06,-0.04,101823.013
2022-10-03 7:3:09.8750,0.042,-0.12,-0.935,-0.61,0.03,-0.29,0.08,0.08,-0.03,101823.013
2022-10-03 7:3:09.8850,0.041,-0.159,-0.969,-0.3,0.1,-0.44,0.07,0.08,-0.03,101823.013
2022-10-03 7:3:09.8950,0.049,-0.139,-0.939,-0.3,0.1,-0.44,0.05,0.08,-0.03,101823.013
2022-10-03 7:3:09.9050,0.063,-0.142,-0.991,-0.38,0.22,-0.4,0.05,0.07,-0.03,101823.013
2022-10-03 7:3:09.9150,0.071,-0.133,-0.973,-0.45,0.03,-0.22,0.06,0.07,-0.03,101823.013
2022-10-03 7:3:09.9250,0.055,-0.126,-0.977,-0.48,-0.07,-0.15,0.06,0.07,-0.03,101823.013
2022-10-03 7:3:09.9350,0.051,-0.125,-0.965,-0.37,-0.12,-0.24,0.05,0.07,-0.03,101823.013
2022-10-03 7:3:09.9450,0.04,-0.142,-0.958,-0.37,-0.12,-0.24,0.05,0.06,-0.02,101823.013
2022-10-03 7:3:09.9550,0.044,-0.141,-0.953,-0.29,0.0,-0.26,0.05,0.06,-0.02,101823.013
2022-10-03 7:3:09.9650,0.032,-0.128,-0.969,-0.25,-0.09,-0.27,0.04,0.06,-0.02,101823.013
2022-10-03 7:3:09.9740,0.014,-0.134,-0.956,0.01,-0.06,-0.27,0.03,0.06,-0.02,101823.013
2022-10-03 7:3:09.9850,0.012,-0.123,-0.942,0.01,-0.06,-0.27,0.04,0.07,-0.02,101823.013
2022-10-03 7:3:09.9950,0.002,-0.147,-0.968,0.04,-0.12,-0.46,0.06,0.08,-0.02,101823.013
2022-10-03 7:3:10.0050,0.014,-0.172,-0.887,0.14,0.14,-0.76,0.03,0.09,-0.03,101823.013
2022-10-03 7:3:10.0140,0.049,-0.148,-0.97,0.14,0.14,-0.76,-0.01,0.08,-0.02,101823.013
2022-10-03 7:3:10.0240,0.009,-0.167,-0.971,-0.02,0.13,0.28,0.04,0.07,-0.02,101823.013
2022-10-03 7:3:10.0340,0.03,-0.188,-0.921,-0.02,0.13,0.28,-0.06,0.05,-0.02,101823.013
2022-10-03 7:3:10.0440,0.025,-0.117,-1.015,0.08,0.53,-1.03,0.04,0.09,-0.02,101823.013
2022-10-03 7:3:10.0540,0.033,-0.13,-0.984,-0.01,-0.37,-0.29,0.0,0.05,-0.03,101823.013
2022-10-03 7:3:10.0640,0.037,-0.18,-0.951,-0.01,-0.37,-0.29,0.02,0.05,-0.03,101823.013
2022-10-03 7:3:10.0740,0.04,-0.145,-0.936,-0.07,0.19,-0.79,-0.0,0.05,-0.02,101823.013
2022-10-03 7:3:10.0840,0.038,-0.164,-0.949,-0.07,0.19,-0.79,-0.01,0.07,-0.01,101823.013
2022-10-03 7:3:10.0940,0.052,-0.167,-0.926,-0.12,0.3,-0.71,-0.02,0.06,-0.02,101823.013
2022-10-03 7:3:10.1040,0.058,-0.143,-0.97,-0.12,0.3,-0.71,-0.01,0.06,-0.01,101823.013
2022-10-03 7:3:10.1140,0.031,-0.157,-0.96,-0.36,0.11,-0.28,-0.01,0.06,-0.02,101823.013
2022-10-03 7:3:10.1240,0.015,-0.143,-0.966,0.05,0.1,-0.31,-0.02,0.06,-0.01,101823.013
2022-10-03 7:3:10.1340,0.006,-0.138,-0.988,0.27,0.03,-0.06,-0.03,0.05,-0.02,101823.013
2022-10-03 7:3:10.1430,0.029,-0.144,-0.979,0.04,0.03,-0.01,-0.02,0.04,-0.02,101823.013
2022-10-03 7:3:10.1540,0.004,-0.153,-0.958,0.16,0.08,-0.3,-0.02,0.05,-0.02,101823.013
2022-10-03 7:3:10.1630,0.001,-0.152,-0.956,0.16,0.08,-0.3,-0.03,0.06,-0.02,101823.013
2022-10-03 7:3:10.1730,-0.0,-0.111,-0.979,0.31,0.21,-0.37,-0.04,0.06,-0.02,101823.013
2022-10-03 7:3:10.1830,-0.0,-0.158,-0.938,0.37,0.08,-0.32,-0.04,0.05,-0.02,101823.013
2022-10-03 7:3:10.1930,0.002,-0.134,-0.947,0.37,0.08,-0.32,-0.05,0.06,-0.02,101823.013
2022-10-03 7:3:10.2030,0.002,-0.144,-0.972,0.25,0.01,-0.56,-0.05,0.05,-0.02,101823.013
2022-10-03 7:3:10.2130,0.03,-0.139,-0.978,0.4,0.02,-0.24,-0.05,0.04,-0.02,101823.013
2022-10-03 7:3:10.2230,0.029,-0.131,-0.97,0.06,-0.02,-0.19,-0.05,0.03,-0.02,101823.013
2022-10-03 7:3:10.2330,0.013,-0.132,-1.005,0.12,-0.06,0.06,-0.04,0.04,-0.02,101823.013
2022-10-03 7:3:10.2430,0.004,-0.126,-0.976,0.12,-0.06,0.06,-0.05,0.03,-0.02,101823.013
2022-10-03 7:3:10.2530,0.009,-0.154,-0.983,0.32,-0.12,-0.06,-0.05,0.03,-0.02,101823.013
2022-10-03 7:3:10.2630,0.024,-0.134,-0.989,0.16,0.04,-0.08,-0.06,0.02,-0.02,101823.013
2022-10-03 7:3:10.2730,0.02,-0.145,-0.987,0.16,0.04,-0.08,-0.05,0.02,-0.02,101823.013
2022-10-03 7:3:10.2830,0.016,-0.138,-0.979,0.12,0.07,0.07,-0.06,0.02,-0.02,101823.013
2022-10-03 7:3:10.2930,0.021,-0.139,-0.985,0.19,0.1,-0.01,-0.05,0.01,-0.03,101823.013
2022-10-03 7:3:10.3020,0.022,-0.131,-0.991,0.19,0.1,-0.01,-0.06,0.01,-0.02,101823.013
2022-10-03 7:3:10.3120,0.025,-0.145,-0.982,0.11,-0.08,-0.07,-0.05,0.0,-0.03,101823.013
2022-10-03 7:3:10.3220,0.028,-0.142,-1.0,0.06,0.08,-0.02,-0.06,-0.01,-0.03,101823.013
2022-10-03 7:3:10.3320,0.037,-0.136,-0.999,0.06,0.08,-0.02,-0.05,-0.01,-0.03,101823.013
2022-10-03 7:3:10.3420,0.033,-0.145,-0.99,-0.021271878182888032,0.07,0.03,-0.05,-0.02,-0.03,101823.013
2022-10-03 7:3:10.3520,0.032,-0.134,-0.993,0.04,0.09,-0.05,-0.05,-0.02,-0.02,101823.013
2022-10-03 7:3:10.3620,0.032,-0.134,-1.012,0.04,0.09,-0.05,-0.05,-0.03,-0.03,101823.013
2022-10-03 7:3:10.3720,0.039,-0.136,-1.0,-0.03,0.04,0.1,-0.05,-0.04,-0.03,101823.013
2022-10-03 7:3:10.3820,0.031,-0.138,-1.004,-0.01,0.09,0.12,-0.05,-0.04,-0.03,101823.013
2022-10-03 7:3:10.3910,0.022,-0.128,-1.007,-0.01,0.09,0.12,-0.05,-0.04,-0.03,101823.013
2022-10-03 7:3:10.4020,0.013,-0.134,-0.998,0.17,-0.01,0.18,-0.03,-0.05,-0.03,101823.013
2022-10-03 7:3:10.4120,0.018,-0.134,-0.998,0.17,-0.01,0.18,-0.04,-0.06,-0.03,101823.013
2022-10-03 7:3:10.4210,0.017,-0.133,-0.999,0.14,0.04,0.08,-0.03,-0.06,-0.03,101823.013
2022-10-03 7:3:10.4320,0.017,-0.116,-1.01,0.14,-0.04,0.1,-0.05,-0.06,-0.03,101823.013
2022-10-03 7:3:10.4410,-0.002,-0.116,-1.01,0.14,-0.04,0.1,-0.05,-0.06,-0.03,101823.013
2022-10-03 7:3:10.4520,-0.018,-0.157,-0.986,0.45,0.15,0.09,-0.02,-0.07,-0.03,101823.013
2022-10-03 7:3:10.4620,0.001,-0.127,-0.995,0.45,0.15,0.09,-0.02,-0.06,-0.03,101823.013
2022-10-03 7:3:10.4710,0.005,-0.118,-1.02,0.35,0.14,-0.18,-0.03,-0.08,-0.04,101823.013
2022-10-03 7:3:10.4810,0.013,-0.126,-1.004,0.27,-0.13,0.25,-0.02,-0.08,-0.04,101823.013
2022-10-03 7:3:10.4910,0.003,-0.126,-0.997,0.16,-0.05,0.22,-0.02,-0.08,-0.04,101823.013
2022-10-03 7:3:10.5010,0.006,-0.118,-1.002,0.21,-0.13,0.12,-0.01,-0.08,-0.04,101823.013
2022-10-03 7:3:10.5110,0.005,-0.126,-0.983,0.21,-0.13,0.12,-0.02,-0.08,-0.03,101823.013
2022-10-03 7:3:10.5210,0.012,-0.137,-0.981,0.19,0.07,-0.1,-0.02,-0.08,-0.03,101823.013
2022-10-03 7:3:10.5310,0.028,-0.129,-0.993,0.19,0.07,-0.1,-0.01,-0.08,-0.03,101823.013
2022-10-03 7:3:10.5410,0.023,-0.126,-0.995,-0.02,0.03,0.0,-0.01,-0.08,-0.03,101823.013
2022-10-03 7:3:10.5510,0.013,-0.123,-1.003,-0.02,-0.03,-0.01,-0.01,-0.08,-0.04,101823.013
2022-10-03 7:3:10.5610,0.015,-0.122,-1.0,0.11,-0.06,0.11,-0.01,-0.08,-0.04,101823.013
2022-10-03 7:3:10.5710,0.022,-0.123,-0.995,0.11,-0.06,0.11,-0.01,-0.09,-0.04,101823.013
2022-10-03 7:3:10.5810,0.012,-0.125,-0.996,-0.02,-0.05,0.03,-0.0,-0.08,-0.05,101823.013
2022-10-03 7:3:10.5910,0.004,-0.124,-0.998,0.03,-0.04,0.03,-0.0,-0.09,-0.04,101823.013
2022-10-03 7:3:10.6010,0.012,-0.118,-0.99,0.09,-0.08,0.04,-0.0,-0.09,-0.04,101823.013
2022-10-03 7:3:10.6110,0.014,-0.127,-0.971,0.09,-0.08,0.04,0.0,-0.08,-0.04,101823.013
2022-10-03 7:3:10.6200,0.01,-0.137,-0.962,0.03,-0.06,-0.13,-0.0,-0.08,-0.05,101823.013
2022-10-03 7:3:10.6310,0.013,-0.134,-0.974,0.05,0.07,-0.31,-0.0,-0.08,-0.04,101823.013
2022-10-03 7:3:10.6400,0.023,-0.134,-0.974,0.06,0.07,-0.2,-0.0,-0.08,-0.04,101823.013
2022-10-03 7:3:10.6500,0.016,-0.127,-0.987,-0.07,0.02,-0.11,-0.0,-0.08,-0.05,101823.013
2022-10-03 7:3:10.6600,-0.001,-0.126,-0.998,-0.07,0.02,-0.11,-0.0,-0.08,-0.05,101823.013
2022-10-03 7:3:10.6700,-0.011,-0.136,-0.979,0.09,-0.03,0.04,0.0,-0.07,-0.04,101823.013
2022-10-03 7:3:10.6800,-0.011,-0.138,-0.977,0.25,0.09,-0.19,-0.0,-0.06,-0.04,101823.013
2022-10-03 7:3:10.6900,-0.005,-0.141,-0.986,0.25,0.09,-0.19,-0.0,-0.06,-0.05,101823.013
2022-10-03 7:3:10.7000,0.003,-0.141,-0.983,0.11,0.13,-0.07,-0.0,-0.06,-0.05,101823.013
2022-10-03 7:3:10.7100,0.008,-0.14,-0.977,0.05,0.11,-0.12,-0.0,-0.06,-0.05,101823.013
2022-10-03 7:3:10.7200,0.005,-0.134,-0.974,0.05,0.11,-0.12,-0.01,-0.06,-0.05,101823.013
2022-10-03 7:3:10.7300,0.0,-0.128,-0.972,0.04,0.08,-0.17,-0.0,-0.05,-0.05,101823.013
2022-10-03 7:3:10.7390,0.004,-0.126,-0.973,0.09,0.01,-0.19,-0.0,-0.04,-0.05,101823.013
2022-10-03 7:3:10.7500,0.008,-0.128,-0.969,0.08,-0.02,-0.18,-0.0,-0.04,-0.05,101823.013
2022-10-03 7:3:10.7590,0.01,-0.13,-0.967,0.04,-0.02,-0.21,-0.01,-0.03,-0.05,101823.013
2022-10-03 7:3:10.7690,0.012,-0.13,-0.967,0.0,0.01,-0.25,-0.010349043644964695,-0.03,-0.05,101823.013
2022-10-03 7:3:10.7790,0.019,-0.133,-0.966,-0.02,0.02,-0.24,-0.01,-0.03,-0.05,101823.013
2022-10-03 7:3:10.7890,0.022,-0.132,-0.973,-0.13,0.04,-0.22,-0.01,-0.03,-0.05,101823.013
2022-10-03 7:3:10.7990,0.02,-0.13,-0.979,-0.12,0.02,-0.15,-0.01,-0.04,-0.05,101823.013
2022-10-03 7:3:10.8090,0.015,-0.128,-0.983,-0.12,0.02,-0.15,-0.01,-0.04,-0.05,101823.013
2022-10-03 7:3:10.8190,0.015,-0.129,-0.98,-0.08,0.0,-0.11,-0.01,-0.03,-0.05,101823.013
2022-10-03 7:3:10.8290,0.013,-0.132,-0.976,-0.06,0.03,-0.15,-0.01,-0.03,-0.05,101823.013
2022-10-03 7:3:10.8390,0.014,-0.135,-0.973,-0.06,0.03,-0.15,-0.01,-0.03,-0.05,101823.013
2022-10-03 7:3:10.8490,0.016,-0.139,-0.968,-0.06,0.05,-0.18,-0.01,-0.03,-0.05,101823.013
2022-10-03 7:3:10.8590,0.017,-0.141,-0.964,-0.09,0.11,-0.26,-0.01,-0.03,-0.05,101823.013
2022-10-03 7:3:10.8690,0.016,-0.142,-0.963,-0.09,0.11,-0.26,-0.02,-0.02,-0.05,101823.013
2022-10-03 7:3:10.8790,0.015,-0.14,-0.964,-0.08,0.12,-0.28,-0.02,-0.02,-0.05,101823.013
2022-10-03 7:3:10.8890,0.014,-0.139,-0.967,-0.08,0.12,-0.28,-0.02,-0.02,-0.05,101823.013
2022-10-03 7:3:10.8990,0.015,-0.137,-0.972,-0.06,0.1,-0.26,-0.02,-0.02,-0.05,101823.013
2022-10-03 7:3:10.9080,0.016,-0.136,-0.976,-0.07,0.09,-0.22,-0.02,-0.02,-0.05,101823.013
2022-10-03 7:3:10.9190,0.019,-0.135,-0.977,-0.11,0.07,-0.16,-0.02,-0.02,-0.05,101823.013
2022-10-03 7:3:10.9280,0.02,-0.134,-0.977,-0.11,0.07,-0.16,-0.02,-0.02,-0.05,101823.013
2022-10-03 7:3:10.9380,0.017,-0.131,-0.975,-0.12,0.04,-0.17,-0.02,-0.03,-0.05,101823.013
2022-10-03 7:3:10.9490,0.014,-0.129,-0.975,-0.11,0.04,-0.16602642595767975,-0.02,-0.02,-0.05,101823.013
2022-10-03 7:3:10.9580,0.012,-0.131,-0.976,-0.07,0.01,-0.17,-0.03,-0.02,-0.05,101823.013
2022-10-03 7:3:10.9680,0.006,-0.131,-0.975,-0.02,0.04,-0.17,-0.03,-0.02,-0.05,101823.013
2022-10-03 7:3:10.9780,0.0,-0.128,-0.979,-0.02,0.04,-0.17,-0.03,-0.02,-0.05,101823.013
2022-10-03 7:3:10.9880,-0.003,-0.127,-0.979,0.05,0.01,-0.15,-0.03,-0.02,-0.05,101823.013
2022-10-03 7:3:10.9980,-0.003,-0.125,-0.984,0.1,-0.01,-0.09,-0.03,-0.02,-0.05,101823.013
2022-10-03 7:3:11.0080,0.0,-0.122,-0.975,0.1,-0.01,-0.09,-0.03,-0.02,-0.05,101823.013
2022-10-03 7:3:11.0180,0.001,-0.119,-0.975,0.07,-0.04,-0.13,-0.03,-0.01,-0.05,101823.013
2022-10-03 7:3:11.0280,0.011,-0.118,-0.978,0.06,-0.06,-0.19,-0.02,-0.01,-0.05,101823.013
2022-10-03 7:3:11.0380,0.028,-0.131,-0.973,0.02,-0.09,-0.12,-0.03,-0.02,-0.05,101823.013
2022-10-03 7:3:11.0480,0.02,-0.119,-0.975,-0.14,-0.04,-0.2,-0.04,-0.01,-0.05,101823.013
2022-10-03 7:3:11.0580,0.025,-0.125,-0.98,-0.17,0.01,-0.2,-0.03,-0.01,-0.04,101823.013
2022-10-03 7:3:11.0670,0.014,-0.124,-0.982,-0.18,-0.05,-0.12,-0.04,-0.0,-0.04,101823.013
2022-10-03 7:3:11.0770,0.014,-0.113,-0.996,-0.11,0.01,-0.14,-0.04,0.0,-0.04,101823.013
2022-10-03 7:3:11.0870,0.024,-0.132,-1.004,-0.12,-0.04,0.01,-0.03,-0.0,-0.05,101823.013
2022-10-03 7:3:11.0980,0.006,-0.118,-0.917,-0.12,-0.04,0.01,0.15,0.02,-0.04,101823.013
2022-10-03 7:3:11.1070,-0.015,-0.119,-1.095,-0.11,0.23,0.13,-0.02,0.03,-0.05,101823.013
2022-10-03 7:3:11.1170,-0.028,-0.085,-0.914,0.33,-0.73,0.01,-0.05,0.01,-0.04,101823.013
2022-10-03 7:3:11.1270,0.008,-0.02,-1.056,0.031433571539819245,-0.71,-0.65,-0.09,-0.05,-0.04,101823.013
2022-10-03 7:3:11.1370,0.108,-0.205,-0.899,-0.72,-0.14,0.91,-0.05,-0.01,-0.05,101823.013
2022-10-03 7:3:11.1470,-0.002,-0.207,-0.966,-0.72,-0.14,0.91,0.02,-0.05,-0.07,101823.013
2022-10-03 7:3:11.1570,-0.032,-0.134,-1.03,-0.28,1.17,-1.31,-0.06,-0.0,-0.05,101822.281
2022-10-03 7:3:11.1670,-0.061,-0.113,-0.963,0.9,0.07,0.31,-0.09,-0.03,-0.04,101822.281
2022-10-03 7:3:11.1770,0.087,-0.103,-1.046,0.9,0.07,0.31,0.01,-0.0,-0.05,101822.281
2022-10-03 7:3:11.1860,0.064,-0.259,-0.986,-0.94,1.1,-0.3,-0.02,0.03,-0.05,101822.281
2022-10-03 7:3:11.1970,-0.022,-0.121,-0.874,-0.94,1.1,-0.3,-0.06,0.01,-0.05,101822.281
2022-10-03 7:3:11.2070,-0.097,-0.118,-1.082,0.18,0.41,-0.66,-0.05,0.01,-0.05,101822.281
2022-10-03 7:3:11.2170,-0.055,-0.11,-1.007,0.74,-0.22,0.12,-0.02,0.02,-0.05,101822.281
2022-10-03 7:3:11.2260,0.03,-0.128,-0.935,1.05,-0.1,0.69,-0.04,0.01,-0.05,101822.281
2022-10-03 7:3:11.2360,0.047,-0.072,-1.036,-0.03,0.15,-0.65,-0.03,0.0,-0.06,101822.281
2022-10-03 7:3:11.2460,0.068,-0.152,-0.923,-0.58,-0.03,-0.17,-0.03,-0.02,-0.06,101822.281
2022-10-03 7:3:11.2570,0.003,-0.15,-0.946,-0.58,-0.03,-0.17,-0.04,-0.0,-0.05,101822.281
2022-10-03 7:3:11.2660,0.025,-0.136,-1.003,-0.19,0.5,-0.84,-0.03,-0.01,-0.05,101822.281
2022-10-03 7:3:11.2760,0.045,-0.116,-1.001,-0.37,0.28,-0.21,-0.03,-0.0,-0.05,101822.281
2022-10-03 7:3:11.2860,0.033,-0.082,-1.108,-0.37,0.28,-0.21,-0.03,-0.0,-0.05,101822.281
2022-10-03 7:3:11.2960,0.012,-0.12,-0.975,-0.25,-0.38,1.08,-0.02,0.01,-0.05,101822.281
2022-10-03 7:3:11.3060,-0.014,-0.15,-0.919,-0.14,-0.21,0.32,-0.02,0.02,-0.05,101822.281
2022-10-03 7:3:11.3160,0.047,-0.13,-1.003,-0.07,0.19,-0.25,-0.03,0.01,-0.05,101822.281
2022-10-03 7:3:11.3250,0.063,-0.123,-1.026,-0.6,-0.07,0.44,-0.02,0.01,-0.06,101822.281
2022-10-03 7:3:11.3360,0.026,-0.141,-0.941,-0.6,-0.07,0.44,-0.04,0.0,-0.05,101822.281
2022-10-03 7:3:11.3450,-0.005,-0.135,-0.942,0.01,0.14,-0.49,-0.03,0.02,-0.05,101822.281
2022-10-03 7:3:11.3560,-0.022,-0.142,-0.938,0.01,0.14,-0.49,-0.03,0.02,-0.05,101822.281
2022-10-03 7:3:11.3650,0.013,-0.131,-1.009,0.34,0.16,-0.62,-0.03,0.02,-0.05,101822.281
2022-10-03 7:3:11.3760,0.016,-0.131,-1.009,-0.1,0.03,0.28,-0.02,0.03,-0.05,101822.281
2022-10-03 7:3:11.3850,0.007,-0.141,-0.99,0.08,0.24,-0.06,-0.02,0.02,-0.05,101822.281
2022-10-03 7:3:11.3960,0.029,-0.131,-1.005,0.08,0.24,-0.06,-0.02,0.01,-0.05,101822.281
