time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P(Pa)
2022-10-03 7:3:11.4050,0.026,-0.154,-0.969,-0.15,0.28,-0.14,-0.03,0.01,-0.05,101822.281
2022-10-03 7:3:11.4150,0.023,-0.145,-0.997,-0.15,0.28,-0.14,-0.03,0.02,-0.05,101822.281
2022-10-03 7:3:11.4250,0.008,-0.143,-1.004,-0.11,0.31,-0.1,-0.02,0.02,-0.05,101822.281
2022-10-03 7:3:11.4350,0.012,-0.141,-0.987,-0.01,0.23,0.14,-0.02,0.02,-0.05,101822.281
2022-10-03 7:3:11.4450,0.021,-0.14,-0.96,0.08,0.24,-0.01,-0.03,0.02,-0.05,101822.281
2022-10-03 7:3:11.4550,0.01,-0.144,-0.956,0.01,0.26,-0.41,-0.02,0.02,-0.05,101822.281
2022-10-03 7:3:11.4650,0.009,-0.137,-0.983,0.01,0.26,-0.41,-0.03,0.02,-0.05,101822.281
2022-10-03 7:3:11.4750,0.025,-0.133,-1.0,-0.03,0.17,0.04,-0.03,0.02,-0.05,101822.281
2022-10-03 7:3:11.4850,0.029,-0.136,-0.989,-0.14,0.16,0.03,-0.02,0.02,-0.05,101822.281
2022-10-03 7:3:11.4950,0.024,-0.141,-0.978,-0.14,0.16,0.03,-0.02,0.02,-0.06,101822.281
2022-10-03 7:3:11.5050,0.016,-0.147,-0.986,-0.1,0.22,-0.15,-0.02,0.02,-0.06,101822.281
2022-10-03 7:3:11.5150,0.018,-0.149,-0.991,-0.03,0.26,-0.1,-0.02971555106341839,0.02,-0.06,101822.281
2022-10-03 7:3:11.5250,0.013,-0.154,-0.992,0.01,0.3,-0.03,-0.02,0.02,-0.06,101822.281
2022-10-03 7:3:11.5350,-0.014,-0.147,-0.995,0.22,0.36,-0.02,-0.03,0.03,-0.05,101822.281
2022-10-03 7:3:11.5440,-0.016,-0.138,-0.987,0.22,0.36,-0.02,-0.02,0.03,-0.05,101822.281
2022-10-03 7:3:11.5540,0.014,-0.135,-0.995,0.32,0.32,0.01,-0.02,0.03,-0.05,101822.281
2022-10-03 7:3:11.5640,0.03,-0.155,-0.984,-0.17,0.42,-0.07,-0.02,0.03,-0.05,101822.281
2022-10-03 7:3:11.5750,0.029,-0.131,-0.997,-0.04,0.18,-0.02,-0.02,0.02,-0.05,101822.281
2022-10-03 7:3:11.5840,0.031,-0.146,-0.992,-0.16,0.2,0.04,-0.02,0.02,-0.05,101822.281
2022-10-03 7:3:11.5940,0.041,-0.159,-0.985,-0.16,0.2,0.04,-0.02,0.01,-0.06,101822.281
2022-10-03 7:3:11.6040,0.032,-0.159,-0.992,-0.13,0.34,-0.07,-0.01,0.02,-0.06,101822.281
2022-10-03 7:3:11.6140,0.012,-0.079,-1.048,-0.2,0.46,-0.15,-0.0,0.04,-0.05,101822.281
2022-10-03 7:3:11.6230,0.062,-0.152,-0.981,-0.3,-0.15,0.24,-0.03,0.02,-0.04,101822.281
2022-10-03 7:3:11.6340,0.005,-0.135,-0.985,0.03,0.34,-0.27,0.0,0.05,-0.04,101822.281
2022-10-03 7:3:11.6440,0.081,-0.103,-1.018,0.03,0.34,-0.27,-0.01,0.04,-0.03,101822.281
2022-10-03 7:3:11.6540,0.032,-0.11,-0.992,-0.33,-0.1,0.04,-0.02,0.05,-0.02,101822.281
2022-10-03 7:3:11.6640,0.121,-0.121,-0.99,-0.33,-0.1,0.04,-0.01,0.03,-0.02,101822.281
2022-10-03 7:3:11.6730,0.104,-0.105,-1.015,-1.08,-0.02,0.08,-0.01,0.03,-0.01,101822.281
2022-10-03 7:3:11.6840,0.096,-0.097,-0.997,-1.08,-0.02,0.08,-0.0,0.01,-0.01,101822.281
2022-10-03 7:3:11.6930,0.124,-0.115,-0.996,-0.54,-0.21,0.14,0.0,0.0,-0.0,101822.281
2022-10-03 7:3:11.7030,0.09,-0.113,-1.004,-1.03,-0.06,0.02,0.01,-0.0,0.0,101822.281
2022-10-03 7:3:11.7130,0.092,-0.143,-0.991,-0.71,-0.08,0.1,0.0,-0.01,0.01,101822.281
2022-10-03 7:3:11.7230,0.074,-0.131,-1.004,-0.7,0.09,0.0,0.02,-0.03,0.01,101822.281
2022-10-03 7:3:11.7330,0.08,-0.055,-1.078,-0.52,0.25,0.0,0.02,-0.03,0.01,101822.281
2022-10-03 7:3:11.7440,0.054,-0.115,-0.941,-0.14079817548394205,-0.04,-0.33,-0.05,-0.03,-0.01,101822.281
2022-10-03 7:3:11.7530,0.06,0.014,-1.107,-0.79,-1.02,1.01,0.03,-0.03,0.0,101822.281
2022-10-03 7:3:11.7630,-0.097,-0.09,-0.979,-0.79,-1.02,1.01,0.02,-0.02,0.0,101822.281
2022-10-03 7:3:11.7720,-0.069,-0.159,-0.961,0.94,0.36,-0.33,-0.02,-0.03,-0.0,101822.281
2022-10-03 7:3:11.7820,-0.079,0.007,-0.973,0.94,0.36,-0.33,0.01,0.0,0.0,101822.281
2022-10-03 7:3:11.7920,-0.064,-0.144,-0.949,1.04,-0.53,-0.38,-0.0,-0.0,0.01,101822.281
2022-10-03 7:3:11.8010,0.002,-0.082,-0.983,1.04,-0.53,-0.38,0.03,-0.0,0.01,101822.281
2022-10-03 7:3:11.8110,0.025,-0.047,-1.031,0.33,0.19,-0.29,0.04,-0.02,0.01,101822.281
2022-10-03 7:3:11.8210,0.049,-0.094,-0.996,0.15,-0.87,0.22,0.02,-0.02,0.02,101822.281
2022-10-03 7:3:11.8310,0.051,-0.093,-0.938,-0.29,-0.34,0.19,0.03,-0.04,0.01,101822.281
2022-10-03 7:3:11.8410,0.076,-0.074,-1.055,-0.18,-0.18,-0.43,0.01,-0.06,0.02,101822.281
2022-10-03 7:3:11.8510,0.067,-0.092,-0.991,-0.47,-0.43,0.08,0.04,-0.06,0.01,101822.281
2022-10-03 7:3:11.8610,0.026,-0.098,-0.982,-0.19,-0.22,-0.41,0.02,-0.06,0.02,101822.281
2022-10-03 7:3:11.8710,0.024,-0.092,-1.011,-0.19,-0.22,-0.41,0.02,-0.07,0.02,101822.281
2022-10-03 7:3:11.8810,0.058,-0.088,-0.989,0.04,-0.25,0.28,0.03,-0.07,0.02,101822.281
2022-10-03 7:3:11.9010,0.052,-0.109,-0.95,-0.38,-0.24,-0.31,0.01,-0.08,0.02,101822.281
2022-10-03 7:3:11.9020,0.019,-0.113,-0.958,-0.38,-0.24,-0.31,0.01,-0.08,0.02,101822.281
2022-10-03 7:3:11.9110,0.015,-0.075,-1.025,-0.13,-0.04,-0.41,0.01,-0.08,0.03,101822.281
2022-10-03 7:3:11.9200,0.034,-0.089,-0.987,-0.12,-0.47,0.32,0.01,-0.09,0.03,101822.281
2022-10-03 7:3:11.9320,0.001,-0.106,-0.93,-0.12,-0.47,0.32,0.01,-0.08,0.04,101822.281
2022-10-03 7:3:11.9420,-0.03,-0.084,-0.992,-0.02,-0.17,-0.58,0.01,-0.08,0.04,101822.281
2022-10-03 7:3:11.9520,-0.019,-0.095,-0.986,0.4,-0.33,-0.25,0.01,-0.09,0.04,101822.281
2022-10-03 7:3:11.9610,-0.007,-0.108,-0.961,0.23412777721881867,-0.18,-0.32,0.01,-0.1,0.05,101822.281
2022-10-03 7:3:11.9720,-0.025,-0.084,-1.009,0.29,-0.3,-0.01,0.01,-0.1,0.05,101822.281
2022-10-03 7:3:11.9820,-0.031,-0.097,-0.976,0.29,-0.3,-0.01,0.01,-0.1,0.05,101822.281
2022-10-03 7:3:11.9920,-0.016,-0.111,-0.955,0.44,-0.39,0.05,0.01,-0.11,0.04,101822.281
2022-10-03 7:3:12.0010,-0.005,-0.089,-1.008,0.33,-0.11,-0.43,0.01,-0.12,0.04,101822.281
2022-10-03 7:3:12.0110,-0.02,-0.089,-1.0,0.22,-0.37,0.15,0.01,-0.12,0.04,101822.281
Time,-0.023,-0.087,-0.992,0.33,-0.33,0.01,0.01,-0.12,0.04,101822.281
2022-10-03 7:3:12.0290,-0.012,-0.073,-0.991,0.23,-0.46,-0.03,0.01,-0.11,0.04,101822.281
2022-10-03 7:3:12.0420,-0.005,-0.078,-0.991,0.23,-0.46,-0.03,0.01,-0.11,0.04,101822.281
2022-10-03 7:3:12.0510,0.002,-0.077,-0.986,0.13,-0.49,0.0,0.01,-0.11,0.04,101822.281
2022-10-03 7:3:12.0610,0.008,-0.074,-0.99,0.05,-0.44,-0.06,0.02,-0.12,0.05,101822.281
2022-10-03 7:3:12.0710,0.027,-0.082,-0.987,-0.03,-0.51,-0.04,0.01,-0.12,0.05,101822.281
2022-10-03 7:3:12.0810,0.037,-0.093,-0.976,-0.17,-0.45,-0.04,0.01,-0.13,0.05,101822.281
2022-10-03 7:3:12.0910,0.025,-0.093,-0.98,-0.3,-0.3,-0.17,0.01,-0.13,0.05,101822.281
2022-10-03 7:3:12.1010,0.019,-0.092,-0.991,-0.3,-0.3,-0.17,0.01,-0.13,0.05,101822.281
2022-10-03 7:3:12.1110,0.016,-0.094,-0.993,-0.24,-0.33,-0.04,0.01,-0.13,0.06,101822.281
2022-10-03 7:3:12.1210,0.011,-0.093,-0.998,-0.19,-0.3,0.04,0.01,-0.12,0.06,101822.281
2022-10-03 7:3:12.1310,0.002,-0.088,-1.0,-0.19,-0.3,0.04,0.01,-0.12,0.06,101822.281
2022-10-03 7:3:12.1410,0.001,-0.093,-0.994,-0.11,-0.35,0.07,0.02,-0.11,0.06,101822.281
2022-10-03 7:3:12.1510,0.009,-0.094,-0.999,-0.07,-0.34,0.04,0.02,-0.11,0.06,101822.281
2022-10-03 7:3:12.1600,0.009,-0.092,-1.004,-0.15,-0.3,0.03,0.02,-0.1,0.06,101820.93
2022-10-03 7:3:12.1680,0.0,-0.093,-0.998,-0.13,-0.32,0.08,0.02,-0.09,0.06,101820.93
2022-10-03 7:3:12.1790,-0.008,-0.095,-0.987,-0.13,-0.32,0.08,0.02,-0.08,0.06,101820.93
2022-10-03 7:3:12.1880,-0.005,-0.09,-0.989,-0.04,-0.3,-0.02,0.02,-0.07,0.07,101820.93
2022-10-03 7:3:12.1980,-0.004,-0.088,-0.987,-0.04,-0.32,-0.04,0.01,-0.06,0.07,101820.93
2022-10-03 7:3:12.2080,-0.013,-0.086,-0.976,-0.08,-0.37,-0.05,0.03,-0.04,0.07,101820.93
2022-10-03 7:3:12.2190,-0.013,-0.082,-0.996,0.03,-0.49,-0.21,-0.01,-0.04,0.06,101820.93
2022-10-03 7:3:12.2290,-0.02,-0.086,-0.973,0.03,-0.49,-0.21,0.03,-0.02,0.06,101820.93
2022-10-03 7:3:12.2400,-0.021,-0.126,-0.98,0.13,-0.24,-0.37,0.01,0.0,0.06,101820.93
2022-10-03 7:3:12.2510,-0.008,-0.129,-0.984,0.009565496630966664,0.17,0.04,0.01,0.01,0.06,101820.93
2022-10-03 7:3:12.2600,0.0,-0.13,-1.019,0.0,0.17,0.04,0.02,0.02,0.06,101820.93
2022-10-03 7:3:12.2700,-0.002,-0.144,-1.009,-0.07,-0.08,0.07,0.05,0.05,0.06,101820.93
2022-10-03 7:3:12.2800,-0.029,-0.147,-0.985,-0.16,0.18,0.36,0.03,0.06,0.06,101820.93
2022-10-03 7:3:12.2900,-0.017,-0.144,-0.981,0.13,0.09,-0.18,0.03,0.08,0.07,101820.93
2022-10-03 7:3:12.2990,-0.007,-0.144,-0.964,0.06,0.1,-0.35,0.02,0.09,0.06,101820.93
2022-10-03 7:3:12.3090,0.014,-0.144,-0.987,0.06,0.1,-0.35,0.04,0.11,0.06,101820.93
2022-10-03 7:3:12.3190,0.012,-0.139,-0.986,-0.16,0.21,-0.01,0.02,0.11,0.06,101820.93
2022-10-03 7:3:12.3290,0.0,-0.127,-0.982,-0.2,0.1,-0.2,0.03,0.12,0.06,101820.93
2022-10-03 7:3:12.3390,-0.005,-0.123,-0.983,-0.11,0.07,0.03,0.03,0.12,0.06,101820.93
2022-10-03 7:3:12.3490,0.012,-0.118,-0.982,0.02,-0.08,-0.15,0.03,0.14,0.05,101820.93
2022-10-03 7:3:12.3590,0.018,-0.122,-0.991,-0.09,-0.11303106397390367,-0.07082732319831848,0.03,0.14,0.05,101820.93
2022-10-03 7:3:12.3690,0.017,-0.123,-1.002,-0.18,-0.12,-0.08,0.02,0.13,0.05,101820.93
2022-10-03 7:3:12.3790,0.008,-0.087,-1.018,-0.2,-0.05,0.06,0.04,0.16,0.05,101820.93
2022-10-03 7:3:12.3890,-0.007,-0.084,-0.953,0.06,-0.57,-0.24,-0.01,0.14,0.05,101820.93
2022-10-03 7:3:12.4000,0.006,-0.128,-1.012,0.06,-0.57,-0.24,0.07,0.16,0.05,101820.93
2022-10-03 7:3:12.4090,-0.026,-0.111,-0.913,-0.04,-0.09,0.18,0.07,0.16,0.05,101820.93
2022-10-03 7:3:12.4190,0.023,-0.101,-0.995,0.07,0.02,-0.21,-0.03,0.13,0.04,101820.93
2022-10-03 7:3:12.4280,-0.014,-0.159,-0.977,-0.02,-0.19,0.18,0.03,0.18,0.06,101820.93
2022-10-03 7:3:12.4390,0.043,-0.166,-0.925,0.13,0.74,-0.91,0.02,0.15,0.05,101820.93
2022-10-03 7:3:12.4490,0.044,-0.081,-1.061,0.13,0.74,-0.91,0.04,0.15,0.06,101820.93
2022-10-03 7:3:12.4580,0.03,-0.138,-0.945,-0.59,-0.34,0.46,-0.01,0.16,0.06,101820.93
2022-10-03 7:3:12.4680,0.093,-0.16,-0.999,0.01,-0.13,-0.17,0.04,0.15,0.05,101820.93
2022-10-03 7:3:12.4780,0.056,-0.101,-1.014,-0.63,0.47,-0.11,0.02,0.11,0.05,101820.93
2022-10-03 7:3:12.4880,0.06,-0.147,-0.97,-0.21,-0.05,-0.3,0.02,0.13,0.06,101820.93
2022-10-03 7:3:12.4980,0.055,-0.139,-0.955,-0.21,-0.05,-0.3,0.0,0.13,0.06,101820.93
2022-10-03 7:3:12.5080,0.039,-0.111,-0.965,-0.5,0.08,-0.18,0.04,0.13,0.06,101820.93
2022-10-03 7:3:12.5180,0.037,-0.119,-0.989,-0.16,-0.15,-0.31,0.04,0.14,0.07,101820.93
2022-10-03 7:3:12.5280,-0.002,-0.11,-0.96,-0.25,-0.28,-0.09,0.02,0.13,0.07,101820.93
2022-10-03 7:3:12.5380,0.046,-0.076,-0.98,0.13,-0.09,-0.32,0.03,0.12,0.06,101820.93
2022-10-03 7:3:12.5480,0.067,-0.145,-0.999,-0.55,-0.19,-0.12,-0.06,0.1,0.07,101820.93
2022-10-03 7:3:12.5580,0.045,-0.085,-0.911,-0.55,-0.19,-0.12,-0.05,0.01,0.06,101820.93
2022-10-03 7:3:12.5680,0.001,-0.101,-1.045,-0.15,-0.2,-0.2,-0.08,-0.03,0.05,101820.93
2022-10-03 7:3:12.5780,0.036,-0.205,-0.907,0.02,0.24,0.67,-0.05,0.05,0.07,101820.93
2022-10-03 7:3:12.5880,-0.05,-0.155,-0.933,0.54,0.45,-1.26,-0.03,0.03,0.07,101820.93
2022-10-03 7:3:12.5980,-0.001,-0.174,-1.013,0.36,0.08,0.26,0.0,0.05,0.06,101820.93
2022-10-03 7:3:12.6080,-0.116,-0.116,-0.946,0.36,0.08,0.26,-0.0,0.1,0.07,101820.93
2022-10-03 7:3:12.6150,-0.025,-0.136,-0.994,1.09,0.27,-0.55,-0.01,0.08,0.07,101820.93
2022-10-03 7:3:12.6270,-0.022,-0.154,-0.971,0.92,-0.23,0.27,0.0,0.07,0.06,101820.93
2022-10-03 7:3:12.6370,0.018,-0.137,-0.922,0.43,0.32,-0.2,0.01,0.05,0.04,101820.93
2022-10-03 7:3:12.6470,0.001,-0.129,-1.041,0.05,-0.05,0.04,0.0,0.06,0.04,101820.93
2022-10-03 7:3:12.6580,-0.034,-0.116,-0.947,0.05,-0.05,0.04,0.02,0.05,0.04,101820.93
2022-10-03 7:3:12.6670,-0.015,-0.143,-0.943,0.71,-0.24,0.16,-0.02,0.06,0.05,101820.93
2022-10-03 7:3:12.6770,0.011,-0.139,-0.997,0.45,0.04,0.21,-0.01,0.04,0.05,101820.93
2022-10-03 7:3:12.6870,0.024,-0.123,-0.938,0.45,0.04,0.21,-0.01,0.03,0.05,101820.93
2022-10-03 7:3:12.6970,0.016,-0.138,-0.983,-0.02,-0.08,-0.45,-0.03,0.02,0.04,101820.93
2022-10-03 7:3:12.7060,0.035,-0.135,-0.919,0.03,0.03,-0.39,-0.02,0.01,0.04,101820.93
2022-10-03 7:3:12.7170,0.036,-0.133,-0.981,-0.09,-0.02,-0.51,-0.02,0.0,0.04,101820.93
2022-10-03 7:3:12.7260,0.009,-0.119,-1.004,-0.09,-0.02,-0.51,-0.03,-0.0,0.05,101820.93
2022-10-03 7:3:12.7360,0.016,-0.124,-0.943,0.17,-0.12,-0.34,-0.0,0.03,0.05,101820.93
2022-10-03 7:3:12.7470,0.025,-0.128,-0.977,0.17,-0.12,-0.34,-0.05,0.0,0.05,101820.93
2022-10-03 7:3:12.7570,0.085,-0.165,-0.969,-0.33,0.11,0.07,-0.04,-0.01,0.05,101820.93
2022-10-03 7:3:12.7660,0.024,-0.144,-0.958,-0.23,0.23,-0.55,-0.03,0.0,0.05,101820.93
2022-10-03 7:3:12.7770,0.001,-0.115,-0.993,-0.23,0.23,-0.55,-0.03,0.0,0.05,101820.93
2022-10-03 7:3:12.7870,0.009,-0.131,-0.979,0.25,-0.12,0.01,-0.04,-0.01,0.06,101820.93
2022-10-03 7:3:12.8030,0.044,-0.133,-0.982,0.07,-0.03,-0.17,-0.04,-0.01,0.06,101820.93
2022-10-03 7:3:12.8060,0.073,-0.116,-0.989,0.07,-0.03,-0.17,-0.04,-0.05,0.04,101820.93
2022-10-03 7:3:12.8150,0.053,-0.129,-0.97,-0.34,-0.12,-0.07,-0.04,-0.06,0.04,101820.93
2022-10-03 7:3:12.8260,0.025,-0.147,-0.962,-0.33,-0.13,-0.08,-0.05,-0.07,0.04,101820.93
2022-10-03 7:3:12.8360,0.008,-0.16,-0.949,0.17,0.26,-0.36,-0.05,-0.07,0.05,101820.93
2022-10-03 7:3:12.8460,0.007,-0.149,-0.963,0.17,0.26,-0.36,-0.05,-0.06,0.05,101820.93
2022-10-03 7:3:12.8560,0.013,-0.121,-1.014,0.22,0.19,-0.41,-0.05,-0.06,0.06,101820.93
2022-10-03 7:3:12.8660,-0.001,-0.121,-1.01,0.19,-0.16,0.3,-0.05,-0.06,0.06,101820.93
2022-10-03 7:3:12.8760,-0.014,-0.145,-0.973,0.19,-0.16,0.3,-0.05,-0.06,0.05,101820.93
2022-10-03 7:3:12.8860,0.005,-0.145,-0.979,0.42,0.07,-0.09,-0.05,-0.07,0.05,101820.93
2022-10-03 7:3:12.8960,0.022,-0.138,-0.998,0.3,0.15,-0.16,-0.05,-0.07,0.05,101820.93
2022-10-03 7:3:12.9050,0.036,-0.127,-1.015,-0.04,0.06,0.2,-0.05,-0.09,0.04,101820.93
2022-10-03 7:3:12.9160,0.021,-0.105,-0.996,-0.07,-0.22,0.15,-0.05,-0.09,0.04,101820.93
2022-10-03 7:3:12.9260,-0.013,-0.137,-0.975,0.29,-0.07,-0.1,-0.03,-0.08,0.04,101820.93
2022-10-03 7:3:12.9350,-0.01,-0.101,-0.987,0.29,-0.07,-0.1,-0.04,-0.08,0.04,101820.93
2022-10-03 7:3:12.9450,-0.028,-0.167,-0.956,0.5,0.1,-0.13,-0.06,-0.1,0.04,101820.93
2022-10-03 7:3:12.9550,0.011,-0.113,-1.004,0.23,0.12,-0.21,-0.04,-0.09,0.04,101820.93
2022-10-03 7:3:12.9650,-0.001,-0.135,-0.995,0.23,0.12,-0.21,-0.04,-0.1,0.04,101820.93
2022-10-03 7:3:12.9750,0.001,-0.127,-1.004,0.16,-0.17,0.21,-0.05,-0.1,0.04,101820.93
2022-10-03 7:3:12.9850,-0.018,-0.127,-0.987,0.16,0.1,-0.04,-0.04,-0.09,0.04,101820.93
2022-10-03 7:3:12.9950,-0.022,-0.133,-0.994,0.3,-0.09,0.14,-0.05,-0.09,0.04,101820.93
2022-10-03 7:3:13.0050,-0.009,-0.133,-0.991,0.37,0.07,-0.11,-0.04,-0.09,0.04,101820.93
2022-10-03 7:3:13.0150,0.005,-0.143,-0.987,0.34,0.02,0.07,-0.04,-0.08,0.04,101820.93
2022-10-03 7:3:13.0240,0.008,-0.15,-0.983,0.11,0.12,-0.07,-0.04,-0.08,0.04,101820.93
2022-10-03 7:3:13.0320,0.02,-0.135,-0.986,0.1,0.2,-0.06,-0.05,-0.09,0.04,101820.93
2022-10-03 7:3:13.0420,0.011,-0.128,-1.012,-0.02,-0.02,0.14,-0.04,-0.09,0.03,101820.93
2022-10-03 7:3:13.0550,0.026,-0.13,-1.0,-0.1,0.08,0.14,-0.03,-0.1,0.03,101820.93
2022-10-03 7:3:13.0630,0.006,-0.124,-1.003,-0.1,0.08,0.14,-0.03,-0.1,0.02,101820.93
2022-10-03 7:3:13.0720,-0.001,-0.135,-1.001,-0.06,-0.02,0.04,-0.03,-0.09,0.03,101820.93
2022-10-03 7:3:13.0830,-0.003,-0.136,-0.985,0.11,0.12,-0.04,-0.03,-0.09,0.03,101820.93
2022-10-03 7:3:13.0930,-0.0,-0.14,-0.982,0.07,0.12,-0.1,-0.03,-0.08,0.02,101820.93
2022-10-03 7:3:13.1030,-0.003,-0.139,-0.98,0.09,0.16,-0.09,-0.03,-0.07,0.03,101820.93
2022-10-03 7:3:13.1140,-0.006,-0.138,-0.981,0.1,0.1,-0.17,-0.03,-0.07,0.03,101820.93
2022-10-03 7:3:13.1210,-0.004,-0.136,-0.992,0.1,0.1,-0.17,-0.03,-0.07,0.03,101820.93
2022-10-03 7:3:13.1330,-0.002,-0.139,-0.993,0.05,0.1,0.0,-0.03,-0.06,0.03,101820.93
2022-10-03 7:3:13.1430,-0.013,-0.141,-0.996,0.05,0.1,0.0,-0.03,-0.06,0.02,101820.93
2022-10-03 7:3:13.1530,-0.012,-0.14,-0.997,0.13,0.18,0.01,-0.03,-0.05,0.03,101820.93
2022-10-03 7:3:13.1630,0.003,-0.125,-1.004,0.18,0.17,0.05,-0.03,-0.05,0.02,101820.74
2022-10-03 7:3:13.1730,0.023,-0.152,-0.984,-0.18,0.22,0.03,-0.03,-0.04,0.02,101820.74
2022-10-03 7:3:13.1910,0.006,-0.133,-0.996,-0.08,0.17,-0.07,-0.03,-0.04,0.02,101820.74
2022-10-03 7:3:13.1930,0.013,-0.145,-0.993,-0.08,0.17,-0.07,-0.02,-0.03,0.02,101820.74
2022-10-03 7:3:13.2030,0.013,-0.126,-0.997,-0.08,0.2,0.06,-0.02,-0.03,0.02,101820.74
2022-10-03 7:3:13.2130,0.022,-0.142,-0.982,-0.16,0.16,-0.02,-0.02,-0.03,0.02,101820.74
2022-10-03 7:3:13.2230,0.017,-0.117,-0.997,-0.20461066715419293,0.0,-0.06,-0.01,-0.02,0.02,101820.74
2022-10-03 7:3:13.2330,0.007,-0.143,-0.98,-0.21,0.0,-0.06,-0.02,-0.02,0.02,101820.74
2022-10-03 7:3:13.2430,0.007,-0.151,-0.977,-0.07,0.27,-0.19,-0.02,-0.01,0.03,101820.74
2022-10-03 7:3:13.2530,0.012,-0.156,-0.983,-0.07,0.27,-0.19,-0.02,-0.0,0.03,101820.74
2022-10-03 7:3:13.2640,0.026,-0.149,-1.002,-0.05,0.33,-0.13,-0.02,0.0,0.03,101820.74
2022-10-03 7:3:13.2720,0.02,-0.145,-1.005,-0.2,0.24,0.08,-0.01,0.0,0.03,101820.74
2022-10-03 7:3:13.2820,0.018,-0.129,-1.013,-0.2,0.24,0.08,-0.01,0.0,0.03,101820.74
2022-10-03 7:3:13.2910,0.011,-0.147,-1.0,-0.18,0.13,0.18,-0.0,0.0,0.03,101820.74
2022-10-03 7:3:13.3010,0.016,-0.154,-0.979,-0.13,0.08,0.19,-0.01,0.02,0.03,101820.74
2022-10-03 7:3:13.3110,0.012,-0.147,-0.991,-0.1,0.38,-0.2,-0.01,0.02,0.03,101820.74
2022-10-03 7:3:13.3220,0.025,-0.15,-0.993,-0.09,0.3,-0.01,-0.02,0.02,0.03,101820.74
2022-10-03 7:3:13.3310,0.029,-0.176,-0.975,-0.23,0.45,-0.11,-0.01,0.03,0.03,101820.74
2022-10-03 7:3:13.3420,0.032,-0.158,-0.983,-0.23,0.45,-0.11,-0.0,0.02,0.04,101820.74
2022-10-03 7:3:13.3520,0.042,-0.093,-1.007,-0.27,0.47,-0.2,-0.02,0.02,0.02,101820.74
2022-10-03 7:3:13.3630,0.001,-0.154,-1.0,-0.3,-0.05,0.11,0.01,0.05,0.02,101820.74
2022-10-03 7:3:13.3720,-0.063,-0.159,-0.922,-0.24,-0.31,0.31,-0.02,0.04,0.01,101820.74
2022-10-03 7:3:13.3820,-0.07,-0.024,-1.099,0.72,-0.46,0.6,-0.03,-0.0,-0.0,101820.74
2022-10-03 7:3:13.3930,-0.074,-0.077,-0.975,0.72,-0.46,0.6,0.0,0.04,-0.0,101820.74
2022-10-03 7:3:13.4020,-0.085,-0.198,-0.941,0.8549603576213122,0.63,-0.75,-0.02,0.03,-0.01,101820.74
2022-10-03 7:3:13.4120,-0.053,-0.019,-0.989,0.73,-0.42,-0.11,-0.01,0.03,-0.02,101820.74
2022-10-03 7:3:13.4220,-0.068,-0.073,-1.029,0.57,-0.92,0.45,0.02,0.05,-0.01,101820.74
2022-10-03 7:3:13.4320,-0.099,-0.124,-0.93,1.0,-0.05,-0.46,0.0,0.06,-0.01,101820.74
2022-10-03 7:3:13.4420,-0.058,-0.094,-0.988,0.86,-0.06,-0.27,-0.0,0.07,-0.01,101820.74
2022-10-03 7:3:13.4520,-0.026,-0.099,-0.997,0.41,-0.33,0.13,0.0,0.07,-0.01,101820.74
2022-10-03 7:3:13.4620,-0.015,-0.143,-0.959,0.41,-0.33,0.13,0.0,0.07,-0.01,101820.74
2022-10-03 7:3:13.4720,-0.017,-0.119,-1.002,0.24,0.06,-0.25,0.01,0.06,-0.03,101820.74
2022-10-03 7:3:13.4820,-0.001,-0.126,-0.987,0.33,0.11,-0.13,-0.0,0.04,-0.04,101820.74
2022-10-03 7:3:13.4920,-0.052,-0.169,-0.971,0.1,-0.21,0.06,0.01,0.08,-0.03,101820.74
2022-10-03 7:3:13.5020,-0.003,-0.036,-1.017,0.41,0.58,-0.38,0.06,0.1,-0.02,101820.74
2022-10-03 7:3:13.5120,0.051,-0.14,-1.01,0.51,-0.54,0.3,0.01,0.04,-0.03,101820.74
2022-10-03 7:3:13.5210,0.129,-0.161,-0.954,-0.94,0.52,-0.12,0.04,0.04,-0.04,101820.74
2022-10-03 7:3:13.5320,0.046,-0.064,-0.983,-0.75,-0.3,-0.66,-0.02,0.04,-0.03,101820.74
2022-10-03 7:3:13.5410,0.033,-0.071,-1.038,-0.75,-0.3,-0.66,0.02,0.02,-0.03,101820.74
2022-10-03 7:3:13.5510,0.074,-0.084,-0.928,0.02,-0.51,0.92,0.01,0.02,-0.03,101820.74
2022-10-03 7:3:13.5610,0.013,-0.103,-0.983,-0.18,-0.02,-0.13,0.01,0.02,-0.03,101820.74
2022-10-03 7:3:13.5710,-0.049,-0.092,-0.945,0.41,-0.51,-0.4,0.01,0.03,-0.03,101820.74
2022-10-03 7:3:13.5820,-0.019,-0.118,-0.971,0.49,-0.11,-0.35,-0.02,0.03,-0.03,101820.74
2022-10-03 7:3:13.5880,-0.054,-0.139,-0.958,0.52,0.1,-0.13,0.0,0.03,-0.03,101820.74
2022-10-03 7:3:13.6010,-0.029,-0.097,-0.971,0.52,0.1,-0.13,0.0,0.03,-0.04,101820.74
2022-10-03 7:3:13.6110,-0.005,-0.108,-1.029,0.58,-0.18,-0.52,0.01,0.02,-0.04,101820.74
